id_doc,type_of_document,states,sub_domain,domain,regulation_tariff,title,order_date,notification_date,comment_date,comments_given_on
187,TR-TUP,ML,TD,Tariff,TRF,MSERC Tariff Order for (MePGCL) & Capital Cost for (MNUHEP) ARR (FY 18 to FY 21) ,25/03/2020,0000-00-00,0000-00-00,0000-00-00
188,TR-TUP,DL,"DR,TD,TR","Transmission, Distribution, Tariff",TRF,"DERC Tariff Order for (BRPL) True-up (FY 19), Tariff (FY 21)",28/08/2020,0000-00-00,0000-00-00,0000-00-00
189,TR-TUP,DL,"DR,TD","Distribution, Tariff",TRF,"DERC Tariff Order for (BRPL) True-up (FY 20), ARR (FY 22)",30/09/2021,0000-00-00,0000-00-00,0000-00-00
190,TR-TUP,GJ,"DR,TD","Distribution, Tariff","TRF,ORD","GERC Tariff Order for (TPL Dahej) True-up (FY 20), Tariff (FY 22)",10/04/2021,0000-00-00,0000-00-00,0000-00-00
191,TR-TUP,GJ,"DR,TD","Distribution, Tariff","TRF,ORD","GERC Tariff Order for (TPL Dahej) True-up (FY 19), Tariff (FY 21)",31/03/2020,0000-00-00,0000-00-00,0000-00-00
192,TR-TUP,GJ,"DR,TD","Distribution, Tariff",TRF,"GERC Tariff Order for (TPL Surat) True-up (FY 19), Tariff (FY 21)",31/03/2019,0000-00-00,0000-00-00,0000-00-00
193,TR-TUP,GJ,"DR,TD","Distribution, Tariff",TRF,"GERC Tariff Order for (UGVCL) True-up (FY 19), Tariff (FY 21)",31/03/2020,0000-00-00,0000-00-00,0000-00-00
194,GZT-FIN,GJ,ESC,Others,REG,"GERC (Electricity Supply Code and Related Matters) Regulations, 2015",0000-00-00,0000-00-00,24/09/2015,0000-00-00
196,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) APR (FY 13 & FY 14), ARR (FY 15)",15/04/2014,0000-00-00,0000-00-00,0000-00-00
197,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,SSERC Tariff Order for (PDGoS) ARR (FY 13),30/03/2012,0000-00-00,0000-00-00,0000-00-00
198,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (APNRL) Capital Cost & True-up (FY 13-FY 14), APR (FY 15), ARR & Tariff (FY 16)",01/09/2016,0000-00-00,0000-00-00,0000-00-00
199,TR-TUP,JH,TD,Tariff,TRF,"JSERC Tariff Order for (APNRL) Capital Cost, Business Plan & MYT (FY 13-FY 16)",26/05/2014,0000-00-00,0000-00-00,0000-00-00
200,PET,LD,"OTH,TD",Others,TRF,"JERC Tariff for (LED) True-up ( FY 18-FY 19), APR (FY-22), ARR ( FY-24, FY-25), Tariff (FY-23)",31/03/2022,0000-00-00,0000-00-00,0000-00-00
201,TR-TUP,JH,"GN,TD","Generation, Tariff",TRF,"JSERC Tariff Order for (APNRL) True-up (FY 15-FY 16), Business Plan, ARR & Tariff (FY 17-FY 21)",19/02/2018,0000-00-00,0000-00-00,0000-00-00
202,TR-TUP,BR,"TD,TR","Transmission, Tariff",TRF,BERC Tariff Order for (BGCL) ARR & Tariff (FY 18),09/03/2017,0000-00-00,0000-00-00,0000-00-00
203,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (CGEDPL) Levellised Generation Tariff for 1.2 MW (Solar PV) Project,08/07/2015,0000-00-00,0000-00-00,0000-00-00
204,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,JSERC Tariff Order for (DVC) ARR & Tariff (FY 13),22/11/2012,0000-00-00,0000-00-00,0000-00-00
205,TR-TUP,BR,"DR,GN,TD","Generation, Distribution, Tariff",TRF,"BERC Tariff Order for (BSEB) APR (FY 09), ARR & Tariff (FY 11)",06/12/2010,0000-00-00,0000-00-00,0000-00-00
206,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,JSERC Tariff Order for (DVC) ARR & Tariff (FY 14-FY 16),04/09/2014,0000-00-00,0000-00-00,0000-00-00
207,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (DVC) True-up (FY 07-FY 14), APR (FY 15)",19/04/2017,0000-00-00,0000-00-00,0000-00-00
208,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (DVC) True-up (FY 16), ARR (FY 17-FY 21), Tariff (FY 16-FY 17)",18/05/2018,0000-00-00,0000-00-00,0000-00-00
210,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,SSERC Tariff Order for (PDGoS) ARR (FY 14),30/03/2013,0000-00-00,0000-00-00,0000-00-00
211,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) Provisional True-up (FY 14), ARR (FY 16)",31/03/2015,0000-00-00,0000-00-00,0000-00-00
212,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (DVC) True-up (FY 17), APR (FY 18-FY19), ARR & Tariff (FY 20)",28/05/2019,0000-00-00,0000-00-00,0000-00-00
213,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,JSERC Tariff Order for (DVC) True-up (FY 18),29/09/2020,0000-00-00,0000-00-00,0000-00-00
214,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) Provisional True-up (FY 15), ARR (FY 17)",11/04/2016,0000-00-00,0000-00-00,0000-00-00
215,TR-TUP,BR,"DR,GN,TR","Generation, Transmission, Distribution",TRF,BERC Tariff Order for (BSEB) True-up (FY 07 to FY 09),04/01/2012,0000-00-00,0000-00-00,0000-00-00
216,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) Provisional True-up (FY 18), APR (FY 19), ARR & Tariff (FY 20)",29/05/2019,0000-00-00,0000-00-00,0000-00-00
217,CRG-ERR,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (DVC) True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21) (Corrigendum)",04/12/2020,0000-00-00,0000-00-00,0000-00-00
218,TR-TUP,BR,"DR,GN,TD","Generation, Distribution, Tariff",TRF,"BERC Tariff Order for (BSEB) True-up (FY 07 to FY 10), APR (FY 11), ARR & Tariff (FY 12)",01/06/2011,0000-00-00,0000-00-00,0000-00-00
219,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) Provisional True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21)",16/03/2020,0000-00-00,0000-00-00,0000-00-00
220,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) Provisional True-up (FY 20), APR (FY 21), ARR (FY 22 to FY 24), Tariff (FY 22)",26/02/2021,0000-00-00,0000-00-00,0000-00-00
221,TR-TUP,BR,"DR,GN,TR,TD","Generation, Transmission, Distribution, Tariff",TRF,BERC Tariff Order for (BSEB) True-up (FY 10),27/01/2012,0000-00-00,0000-00-00,0000-00-00
222,TR-TUP,SK,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,"SSERC Tariff Order for (PDGoS) True-up (FY 21), APR (FY 22), ARR & Tariff (FY 23)",14/03/2022,0000-00-00,0000-00-00,0000-00-00
223,TR-TUP,BR,"DR,GN,TR,TD","Generation, Transmission, Distribution,Tariff",TRF,"BERC Tariff Order for (BSEB) True-up (FY 11), APR (FY 12), ARR & Tariff (FY 13)",30/03/2012,0000-00-00,0000-00-00,0000-00-00
224,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (IPL) APR (FY 19),26/12/2019,0000-00-00,0000-00-00,0000-00-00
225,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (IPL) Business Plan, ARR & Generation Tariff (FY 14-FY 16)",27/05/2014,0000-00-00,0000-00-00,0000-00-00
226,TR-TUP,JH,TD,Tariff,TRF,"JSERC Tariff Order for (IPL) Capital Cost & True-up (FY 15), APR (FY 16), ARR & Tariff (FY 17-FY 21)",16/05/2017,0000-00-00,0000-00-00,0000-00-00
227,TR-TUP,BR,"DR,GN,TR,TD","Generation, Transmission, Distribution,Tariff",TRF,"BERC Tariff Order for (BSEB) True-up (FY 12), APR (FY 13), ARR (FY 14 to FY 16), Tariff (FY 14)",15/03/2013,0000-00-00,0000-00-00,0000-00-00
228,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (IPL) True-up (FY 16),19/03/2018,0000-00-00,0000-00-00,0000-00-00
229,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (IPL) True-up (FY 17-FY 18),01/10/2019,0000-00-00,0000-00-00,0000-00-00
230,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (IPL) True-up (FY 19),22/09/2020,0000-00-00,0000-00-00,0000-00-00
231,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) APR (FY 17), ARR & Tariff (FY 18-FY 19) (Corrigendum)",18/05/2018,0000-00-00,0000-00-00,0000-00-00
232,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) APR (FY 17), ARR & Tariff (FY 18-FY 19)",27/04/2018,0000-00-00,0000-00-00,0000-00-00
233,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) Business Plan & ARR (FY 17-FY 21), Tariff (FY 17)",21/06/2017,0000-00-00,0000-00-00,0000-00-00
234,TR-TUP,BR,"GN,TD","Generation, Tariff",TRF,BERC Tariff Order for (BSHPCL) ARR & Tariff (FY 10),22/12/2009,0000-00-00,0000-00-00,0000-00-00
235,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) Reveiw of ARR (FY 14-FY 15), ARR & Tariff (FY 16)",14/12/2015,0000-00-00,0000-00-00,0000-00-00
236,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) True-up (FY 17-FY 18), APR (FY 19), ARR & Tariff (FY 20)",28/02/2019,0000-00-00,0000-00-00,0000-00-00
237,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21) (Corrigendum)",19/10/2020,0000-00-00,0000-00-00,0000-00-00
238,GZT-FIN,ML,TD,Tariff,REG,"MSERC (Multi Year Tariff) Regulations, 2014",0000-00-00,15/09/2014,0000-00-00,0000-00-00
239,TR-TUP,BR,"DR,GN,TD,TR","Generation, Transmission, Distribution, Tariff",TRF,BERC Tariff Order for (BSHPCL) True-up (FY 10),14/12/2021,0000-00-00,0000-00-00,0000-00-00
240,TR-TUP,BR,"GN,TD","Generation, Tariff",TRF,"BERC Tariff Order for (BSPGCL) APR (FY 14), ARR & Tariff (FY 15)",28/02/2014,0000-00-00,0000-00-00,0000-00-00
241,GZT-FIN,LD,GN,Generation,ORD,"JERC Tariff Order for ( LED ), Business Plan (FY-23-FY-25)",31/03/2022,0000-00-00,0000-00-00,0000-00-00
242,GZT-FIN,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) Regulations, 2017",0000-00-00,17/08/2017,17/08/2017,0000-00-00
243,CRG-ERR,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (Corrigendum) Regulations, 2017",0000-00-00,13/08/2017,16/08/2017,0000-00-00
244,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JBVNL) True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21)",01/10/2020,0000-00-00,0000-00-00,0000-00-00
245,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (JSEB) ARR (FY 08-12), Tariff (FY 12)",22/07/2011,0000-00-00,0000-00-00,0000-00-00
246,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,JSERC Tariff Order for (JSEB) FY 04,23/07/2007,0000-00-00,0000-00-00,0000-00-00
247,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (JSEB) True-up (FY 04-FY 07), ARR (FY 08-FY 09), Suo-motu (FY 09-FY 11), Tariff (FY 11)",26/04/2010,0000-00-00,0000-00-00,0000-00-00
248,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,"JSERC Tariff Order for (JSEB) True-up (FY 04-FY 11), Generation MYT (FY 13-FY 16), T&D ARR (FY 12-FY 13), Tariff (FY 13)",02/08/2012,0000-00-00,0000-00-00,0000-00-00
249,TR-TUP,JH,"DR,GN,TR","Generation, Transmission, Distribution",TRF,JSERC Tariff Order for (JSEB) True-up (FY 12-FY 14) & (JBVNL) True-up (FY 14-FY 16),27/04/2018,0000-00-00,0000-00-00,0000-00-00
250,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) ARR (FY 08-FY 10), Tariff (FY 10)",20/01/2010,0000-00-00,0000-00-00,0000-00-00
251,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) ARR (FY 08-FY 11), Tariff (FY 11)",24/08/2010,0000-00-00,0000-00-00,0000-00-00
252,AMN,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (1st Amd) Regulations, 2018",0000-00-00,15/02/2018,16/02/2018,0000-00-00
253,TR-TUP,BR,GN,Generation,TRF,"BERC Tariff Order for (BSPGCL) True-up (FY 14), APR (FY 15), ARR & Tariff (FY 16)",12/03/2015,0000-00-00,0000-00-00,0000-00-00
254,GZT-FIN,GA,GN,Generation,ORD,"JERC Tariff Order for ( EDG ), Business Plan (FY-23-FY-25)",31/03/2022,0000-00-00,0000-00-00,0000-00-00
255,GZT-FIN, GA ,OTH,Others,ORD,"JERC Tariff Order for ( EDG ), Business Plan FY-23, FY-25",31/03/2022,0000-00-00,0000-00-00,0000-00-00
256,CRG-ERR,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (1st Amd) (Corrigendum) Regulations, 2018",0000-00-00,07/03/2018,08/03/2018,0000-00-00
257,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (AVVNL) ARR (FY 01),24/03/2001,0000-00-00,0000-00-00,0000-00-00
258,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) ARR (FY 10-FY 11), Tariff (FY 12)",27/08/2011,0000-00-00,0000-00-00,0000-00-00
259,AMN,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (2nd Amd) Regulations, 2018",0000-00-00,12/08/2018,15/08/2018,0000-00-00
260,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) ARR (FY 11-FY 12), Tariff (FY 13)",15/06/2012,0000-00-00,0000-00-00,0000-00-00
261,TR-TUP,BR,"GN,TD","Generation, Tariff",TRF,"BERC Tariff Order for (BSPGCL) True-up (FY 15), APR (FY 16), ARR & Tariff (FY 17)",21/03/2016,0000-00-00,0000-00-00,0000-00-00
262,AMN,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (3rd Amd) Regulations, 2018",0000-00-00,28/12/2018,31/12/2018,0000-00-00
263,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) True-up (FY 12-FY 13), ARR (FY 14-FY 16), Tariff (FY 14)",04/06/2014,0000-00-00,0000-00-00,0000-00-00
264,AMN,DL,ESC,Others,REG,"DERC (Supply Code and Performance Standards) (4th Amd) Regulations, 2019",0000-00-00,24/05/2019,0000-00-00,0000-00-00
265,GZT-FIN,DL,OTH,Others,REG,"DERC (Treatment of Income from other Business of Transmission Licensee and Distribution Licensee) Regulations, 2005",0000-00-00,28/11/2005,0000-00-00,0000-00-00
266,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) True-up (FY 14), APR (FY 15), Revised ARR & Tariff (FY 16)",31/05/2015,0000-00-00,0000-00-00,0000-00-00
267,AMN,DL,OTH,Others,REG,"DERC (Treatment of Income from other Business of Transmission Licensee and Distribution Licensee) (1st Amd) Regulations, 2017",0000-00-00,27/11/2017,28/11/2017,0000-00-00
268,GZT-FIN,AN,GN,Generation,"TRF,ORD","JERC Tariff Order for (EDA&N), APR (FY-21), ARR (FY-22),Tariff (FY-22)",0000-00-00,0000-00-00,31/05/2021,0000-00-00
269,GZT-FIN,DL,TD,Tariff,REG,"DERC (Terms and Conditions for Determination of Tariff) Regulations, 2017",0000-00-00,31/01/2017,02/02/2017,0000-00-00
270,CRG-ERR,DL,TD,Tariff,REG,"DERC (Terms and Conditions for Determination of Tariff) (Corrigendum) Regulations, 2017",0000-00-00,10/03/2017,11/03/2017,0000-00-00
271,CRG-ERR,DL,TD,Tariff,REG,"DERC (Terms and Conditions for Determination of Tariff) (2nd Corrigendum) Regulations, 2017",0000-00-00,10/03/2017,0000-00-00,0000-00-00
272,TR-TUP,BR,"GN,TD","Generation, Tariff",TRF,"BERC Tariff Order for (BSPGCL) True-up (FY 17), APR (FY 18), ARR & Tariff (FY 19)",07/03/2018,0000-00-00,0000-00-00,0000-00-00
273,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (AVVNL) ARR (FY 03),10/06/2003,0000-00-00,0000-00-00,0000-00-00
274,GZT-FIN,DL,"GN,TD","Generation, Tariff",REG,"DERC (Terms and Conditions for Determination Generation Tariff) Regulations, 2011",0000-00-00,19/01/2012,0000-00-00,0000-00-00
275,TR-TUP,BR,"GN,TD","Generation, Tariff",TRF,BERC Tariff Order for (BSPHCL) True-up (FY 13),28/02/2014,0000-00-00,0000-00-00,0000-00-00
276,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (AVVNL) ARR (FY 06),29/09/2005,0000-00-00,0000-00-00,0000-00-00
277,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) True-up (FY 15), APR (FY 16), Business Plan & ARR (FY 17-FY 21), Tariff (FY 17)",28/02/2017,0000-00-00,0000-00-00,0000-00-00
278,CRG-ERR,DL,"GN,TD","Generation, Tariff",REG,"DERC (Terms and Conditions for Determination Generation Tariff) (Corrigendum) Regulations, 2011",0000-00-00,15/03/2012,0000-00-00,0000-00-00
279,AMN,DL,"GN,TD","Generation, Tariff",REG,"DERC (Terms and Conditions for Determination Generation Tariff) (1st Amd) Regulations, 2013",0000-00-00,18/12/2013,0000-00-00,0000-00-00
280,GZT-FIN,LD,GN,Generation,"TRF,ORD","JERC Tariff Order for (LED), APR (FY-21), ARR (FY-22), Tariff (FY-22)",31/03/2021,0000-00-00,0000-00-00,0000-00-00
281,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (AVVNL) ARR (FY 07),21/07/2006,0000-00-00,0000-00-00,0000-00-00
282,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (JUSCO) True-up (FY 16), APR (FY 17), ARR & Tariff (FY 18)",07/06/2018,0000-00-00,0000-00-00,0000-00-00
283,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (TVNL) True-up (FY 15), Provisional True-up (FY 16), MYT (FY 17-FY 21)",28/02/2020,0000-00-00,0000-00-00,0000-00-00
284,GZT-FIN,DL,"RE,TD","Renewables, Tariff",REG,"DERC (Terms and Conditions for Determination of Tariff for Grid-connected Solar Photo Voltaic Project) Regulations, 2013",0000-00-00,08/01/2013,0000-00-00,0000-00-00
285,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (AVVNL) ARR (FY 08 & FY 09),31/03/2007,0000-00-00,0000-00-00,0000-00-00
286,TR-TUP,BR,"TD,TR","Transmission, Tariff",TRF,"BERC Tariff Order for (BSPTCL) APR (FY 14), ARR & Tariff (FY 15)",28/02/2014,0000-00-00,0000-00-00,0000-00-00
287,GZT-FIN,GA,GN,Generation,TRF,"JERC Tariff Order for (EDG) True-up ( FY-17), APR (FY-22), ARR ( FY-21), Tariff (FY-21)",0000-00-00,0000-00-00,30/03/2021,0000-00-00
288,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (TVNL) True-up (FY 13-FY 14), APR (FY 15)",30/09/2016,0000-00-00,0000-00-00,0000-00-00
289,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (TVNL) True-up (FY 12), APR (FY 13)",02/07/2014,0000-00-00,0000-00-00,0000-00-00
290,GZT-FIN,MoP,"DR,GN,TR","Generation, Transmission, Distribution",Pl,"Tariff Policy, 2006",0000-00-00,06/01/2006,0000-00-00,0000-00-00
291,AMN,MoP,"DR,GN,TR","Generation, Transmission, Distribution",Pl,"Tariff Policy (Amendment), 2008",0000-00-00,31/03/2008,0000-00-00,0000-00-00
292,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,"RERC Tariff Order for (AVVNL) True-up (FY 02, FY04, FY 05)",20/12/2006,0000-00-00,0000-00-00,0000-00-00
293,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (TVNL) FY 06,23/07/2007,0000-00-00,0000-00-00,0000-00-00
294,GZT-FIN,MoP,"DR,GN,TR","Generation, Transmission, Distribution",Pl,"National Electricity Policy, 2005",0000-00-00,12/02/2005,0000-00-00,0000-00-00
295,TR-TUP,JH,GN,Generation,TRF,"JSERC Tariff Order for (TVNL) Business Plan, ARR & Generation Tariff (FY 13-FY 16)",30/05/2012,0000-00-00,0000-00-00,0000-00-00
296,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (TVNL) ARR & Generation Tariff (FY 11-FY 12),31/05/2011,0000-00-00,0000-00-00,0000-00-00
297,TR-TUP,RJ,"GN,TD","Generation, Tariff",TRF,RERC Tariff Order for (HZL) ARR (FY 07),28/11/2006,0000-00-00,0000-00-00,0000-00-00
298,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (TVNL) ARR & Generation Tariff (FY 10-FY 11),22/11/2010,0000-00-00,0000-00-00,0000-00-00
299,TR-TUP,BR,"TD,TR","Transmission, Tariff",TRF,"BERC Tariff Order for (BSPTCL) True-up (FY 14), APR (FY 15), ARR & Tariff (FY 16)",12/03/2015,0000-00-00,0000-00-00,0000-00-00
300,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JdVVNL) ARR (FY 01),24/03/2001,0000-00-00,0000-00-00,0000-00-00
301,TR-TUP,JH,GN,Generation,TRF,JSERC Tariff Order for (TVNL) ARR & Generation Tariff (FY 09-FY 10),31/03/2009,0000-00-00,0000-00-00,0000-00-00
302,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), December 1999 to March 2003",0000-00-00,01/12/1999,0000-00-00,0000-00-00
303,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JdVVNL) ARR (FY 03),10/06/2003,0000-00-00,0000-00-00,0000-00-00
304,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), April 2003 to March 2005",0000-00-00,01/04/2003,0000-00-00,0000-00-00
305,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (TSL) True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21)",29/09/2020,0000-00-00,0000-00-00,0000-00-00
306,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2005-06 & 2006-07",0000-00-00,01/01/2005,0000-00-00,0000-00-00
307,TR-TUP,BR,"TD,TR","Transmission, Tariff",TRF,"BERC Tariff Order for (BSPTCL) True-up (FY 15), APR (FY 16), ARR (FY 17 to FY 19), Tariff (FY 17)",21/03/2016,0000-00-00,0000-00-00,0000-00-00
308,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JdVVNL) ARR (FY 04 & FY 05),30/01/2004,0000-00-00,0000-00-00,0000-00-00
309,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2008-09",0000-00-00,01/01/2008,0000-00-00,0000-00-00
310,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (TSL) True-up (FY 19), APR (FY 20), ARR & Tariff (FY 21) (Corrigendum)",19/10/2020,0000-00-00,0000-00-00,0000-00-00
311,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2009-10",0000-00-00,01/01/2009,0000-00-00,0000-00-00
312,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2010-11",0000-00-00,01/01/2010,0000-00-00,0000-00-00
313,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JdVVNL) ARR (FY 07),21/07/2006,0000-00-00,0000-00-00,0000-00-00
314,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2011-12",0000-00-00,01/01/2011,0000-00-00,0000-00-00
315,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2012-13",0000-00-00,01/01/2012,0000-00-00,0000-00-00
316,TR-TUP,JH,DR,Distribution,TRF,JSERC Tariff Order for (TSL) True-up (FY 17-FY 18),26/05/2020,0000-00-00,0000-00-00,0000-00-00
317,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2013-14",0000-00-00,01/01/2013,0000-00-00,0000-00-00
318,TR-TUP,BR,"TD,TR","Transmission, Tariff",TRF,"BERC Tariff Order for (BSPTCL) True-up (FY 16), APR (FY 17), ARR & Tariff (FY 18)",09/03/2017,0000-00-00,0000-00-00,0000-00-00
319,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2015-16",0000-00-00,01/01/2015,0000-00-00,0000-00-00
320,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JdVVNL) ARR (FY 08 & FY 09),31/03/2007,0000-00-00,0000-00-00,0000-00-00
321,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2016-17",0000-00-00,01/01/2016,0000-00-00,0000-00-00
322,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2017-18",0000-00-00,03/10/2017,0000-00-00,0000-00-00
323,GZT-FIN,DL,"DR,GN,TR","Generation, Transmission, Distribution",AR,"DERC (Annual Report), 2018-19",0000-00-00,02/02/2022,0000-00-00,0000-00-00
324,TR-TUP,JH,DR,Distribution,TRF,"JSERC Tariff Order for (TSL) True-up (FY 16), APR (FY 17), ARR & Tariff (FY 18)",18/05/2018,0000-00-00,0000-00-00,0000-00-00
325,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,"RERC Tariff Order for (JdVVNL) True-up (FY 02, FY04, FY 05)",20/12/2006,0000-00-00,0000-00-00,0000-00-00
326,GZT-FIN,SK,CB,Others,REG,"SSERC (Conduct of Business) Regulations, 2012",0000-00-00,01/03/2012,15/03/2012,0000-00-00
327,GZT-FIN,SK,OTH,Others,REG,"SSERC (Constitution of State Advisory Committee and Its Functions) Regulations, 2012",0000-00-00,24/05/2013,11/06/2013,0000-00-00
328,TR-TUP,RJ,"DR,TD","Distribution, Tariff",TRF,RERC Tariff Order for (JVVNL) ARR (FY 01),24/03/2001,0000-00-00,0000-00-00,0000-00-00
330,AMN,SK,OTH,Others,REG,"SSERC (Constitution of State Advisory Committee and its Functions) (1st Amd) Regulations, 2021",0000-00-00,14/01/2022,25/01/2022,0000-00-00
